municipio_distrito;fecha_informe;casos_confirmados_ultimos_14dias;tasa_incidencia_acumulada_ultimos_14dias;casos_confirmados_totales;tasa_incidencia_acumulada_total;codigo_geometria,,
San Agustín del Guadalix;05/06/2020 09:00;;37,37;84;627,85;1296
Las Rozas de Madrid;05/06/2020 09:00;10;10,44;832;868,35;1277
Moraleja de Enmedio;05/06/2020 09:00;;19,47;28;545,17;894
Valdaracete;05/06/2020 09:00;;0;7;1149,43;1551
Pozuelo del Rey;05/06/2020 09:00;;87,18;;261,55;1163
Puebla de la Sierra;05/06/2020 09:00;;0;;0;1185,,
Perales de Tajuña;05/06/2020 09:00;;0;11;374,79;1104
Valdemorillo;05/06/2020 09:00;;7,99;50;399,42;1603
Navalafuente;05/06/2020 09:00;;69,01;8;552,1;941
Velilla de San Antonio;05/06/2020 09:00;;8,17;76;621,12;1678
Villanueva de la Cañada;05/06/2020 09:00;10;46,63;166;774,07;1760
Villanueva del Pardillo;05/06/2020 09:00;;11,64;108;628,64;1776
Nuevo Baztán;05/06/2020 09:00;;31,87;32;509,88;1006
Villamantilla;05/06/2020 09:00;;0;8;555,17;1757
Villamanta;05/06/2020 09:00;;0;14;547,95;1744
Cabanillas de la Sierra;05/06/2020 09:00;;0;10;1322,75;297
Cenicientos;05/06/2020 09:00;;0;32;1574,03;376
Puentes Viejas;05/06/2020 09:00;;0;;294,55;9020
Aranjuez;05/06/2020 09:00;;5,03;465;780,11;133
Cercedilla;05/06/2020 09:00;;28,47;119;1693,71;382
Santorcaz;05/06/2020 09:00;;0;7;790,07;1369
Coslada;05/06/2020 09:00;17;20,82;841;1029,87;493
Morata de Tajuña;05/06/2020 09:00;;39,05;101;1314,59;915
Robregordo;05/06/2020 09:00;;0;;0;1261,,
Navarredonda y San Mamés;05/06/2020 09:00;;0;;1550,39;973
Venturada;05/06/2020 09:00;;0;;138,7;1697
Navacerrada;05/06/2020 09:00;;33,65;19;639,3;936
Montejo de la Sierra;05/06/2020 09:00;;0;;283,29;881
Fresno de Torote;05/06/2020 09:00;;0;14;630,35;571
Navas del Rey;05/06/2020 09:00;;34,27;82;2810,14;992
Olmeda de las Fuentes;05/06/2020 09:00;;0;;862,07;1013
Bustarviejo;05/06/2020 09:00;;0;9;359,57;284
Becerril de la Sierra;05/06/2020 09:00;;35;35;612,53;186
Fuenlabrada;05/06/2020 09:00;24;12,39;1635;844,09;587
Garganta de los Montes;05/06/2020 09:00;;0;;288,18;626
Villaviciosa de Odón;29/05/2020 07:00;6;21,56;221;793,96;1816
Camarma de Esteruelas;29/05/2020 07:00;;0;43;586,15;323
Robledo de Chavela;29/05/2020 07:00;;0;27;632,32;1258
Patones;29/05/2020 07:00;;184,84;7;1293,9;1071
Navalagamella;29/05/2020 07:00;;0;6;229,89;954
Rascafría;29/05/2020 07:00;;0;6;360,58;1202
El Boalo;29/05/2020 07:00;;26,64;44;586,04;231
Majadahonda;29/05/2020 07:00;14;19,49;601;836,74;800
Batres;29/05/2020 07:00;;0;8;475,06;170
Alcobendas;29/05/2020 07:00;23;19,65;823;703,18;66
Alcalá de Henares;29/05/2020 07:00;37;18,91;2427;1240,49;53
Colmenar Viejo;29/05/2020 07:00;6;11,82;431;849,23;455
San Fernando de Henares;29/05/2020 07:00;11;27,9;431;1093,02;1300
Villalbilla;29/05/2020 07:00;;0;93;670,13;1723
El Escorial;29/05/2020 07:00;;24,75;139;860,04;549
Colmenar del Arroyo;29/05/2020 07:00;;0;51;2956,52;421
Torrejón de Ardoz;29/05/2020 07:00;13;9,9;1012;770,31;1489
Moraleja de Enmedio;31/05/2020 07:00;;19,47;27;525,7;894
Valdaracete;31/05/2020 07:00;;164,2;7;1149,43;1551
Pozuelo del Rey;31/05/2020 07:00;;87,18;;261,55;1163
Puebla de la Sierra;31/05/2020 07:00;;0;;0;1185,,
Perales de Tajuña;31/05/2020 07:00;;0;11;374,79;1104
Valdemorillo;31/05/2020 07:00;;7,99;49;391,44;1603
Navalafuente;31/05/2020 07:00;;69,01;8;552,1;941
Velilla de San Antonio;31/05/2020 07:00;;8,17;75;612,95;1678
Villanueva de la Cañada;31/05/2020 07:00;11;51,29;164;764,75;1760
Villanueva del Pardillo;31/05/2020 07:00;;5,82;106;617;1776
Piñuécar-Gandullas;29/05/2020 07:00;;0;;0;1147,,
Brea de Tajo;29/05/2020 07:00;;0;6;1145,04;259
El Molar;29/05/2020 07:00;;0;38;425,15;869
Belmonte de Tajo;29/05/2020 07:00;;0;;300,48;199
Pinto;05/06/2020 09:00;16;30,46;316;601,61;1132
Alameda del Valle;05/06/2020 09:00;;0;;0;0035,,
Berzosa del Lozoya;05/06/2020 09:00;;0;;975,61;203
Los Santos de la Humosa;05/06/2020 09:00;;0;20;772,2;1375
El Álamo;05/06/2020 09:00;8;84,48;99;1045,41;40
Pelayos de la Presa;05/06/2020 09:00;;0;18;693,37;1090
Galapagar;05/06/2020 09:00;;5,93;285;844,64;611
Griñón;05/06/2020 09:00;;9,69;101;978,78;663
Gargantilla del Lozoya y Pinilla de Buitrago;05/06/2020 09:00;;0;;949,37;632
Aldea del Fresno;05/06/2020 09:00;;35,24;61;2149,4;88
Carabaña;05/06/2020 09:00;;0;14;696,52;357
Talamanca de Jarama;05/06/2020 09:00;;0;62;1607,47;1454
Chapinería;05/06/2020 09:00;;42,96;8;343,64;513
Ciempozuelos;05/06/2020 09:00;;20,33;261;1061,32;409
Ajalvir;05/06/2020 09:00;;0;35;742,78;29
San Lorenzo de El Escorial;05/06/2020 09:00;;16,33;148;805,71;1317
Gascones;05/06/2020 09:00;;0;;0;0647,,
San Martín de la Vega;05/06/2020 09:00;;10,43;97;506;1322
Móstoles;05/06/2020 09:00;59;28,2;2231;1066,53;920
Leganés;05/06/2020 09:00;101;53,2;3222;1697,03;745
Braojos;05/06/2020 09:00;;0;;975,61;246
Cubas de la Sagra;05/06/2020 09:00;;0;30;467,8;506
Algete;05/06/2020 09:00;9;43,67;128;621,03;91
Mejorada del Campo;05/06/2020 09:00;;0;188;807,77;843
Loeches;05/06/2020 09:00;;11,38;50;568,76;758
Parla;05/06/2020 09:00;12;9,22;785;603,27;1065
Fuentidueña de Tajo;05/06/2020 09:00;;0;19;925,47;604
Ambite;05/06/2020 09:00;;0;7;1182,43;112
Torremocha de Jarama;05/06/2020 09:00;;0;15;1472,03;1533
Anchuelo;05/06/2020 09:00;;0;7;550,75;127
Los Molinos;05/06/2020 09:00;;22,78;53;1207,56;875
Soto del Real;05/06/2020 09:00;;11,36;71;806,91;1441
Valverde de Alcalá;05/06/2020 09:00;;0;8;1720,43;1662
Fuente el Saz de Jarama;05/06/2020 09:00;;0;38;567,5;590
Horcajo de la Sierra-Aoslos;05/06/2020 09:00;;0;;2758,62;702
Valdeolmos-Alalpardo;05/06/2020 09:00;;0;11;265,96;1625
Campo Real;05/06/2020 09:00;;16,1;29;466,99;339
Valdeavero;05/06/2020 09:00;;64,35;9;579,15;1564
Villamanrique de Tajo;05/06/2020 09:00;;0;;568,99;1739
Cobeña;05/06/2020 09:00;;13,46;83;1117,39;416
Fresnedillas de la Oliva;05/06/2020 09:00;;0;9;572,52;565
Valdilecha;05/06/2020 09:00;;0;18;613,71;1659
El Berrueco;05/06/2020 09:00;;0;8;1052,63;210
Pezuela de las Torres;05/06/2020 09:00;;0;;237,53;1111
Villar del Olmo;05/06/2020 09:00;;0;;198,91;1795
Guadarrama;05/06/2020 09:00;;18,71;224;1397,21;685
San Martín de Valdeiglesias;05/06/2020 09:00;;47,29;99;1170,35;1338
Torrelodones;05/06/2020 09:00;;8,43;350;1475,73;1527
Boadilla del Monte;05/06/2020 09:00;;9,16;385;705,52;225
Torrejón de Velasco;05/06/2020 09:00;;0;22;502,05;1505
Villanueva de Perales;05/06/2020 09:00;;0;;319,9;1782
Tielmes;05/06/2020 09:00;;75,47;35;1320,75;1467
San Sebastián de los Reyes;05/06/2020 09:00;30;33,6;564;631,75;1343
Guadalix de la Sierra;05/06/2020 09:00;;0;50;804,63;679
Humanes de Madrid;05/06/2020 09:00;;15,2;129;653,4;730
Chinchón;05/06/2020 09:00;;18,76;28;525,23;528
Cadalso de los Vidrios;05/06/2020 09:00;;98,72;14;460,68;318
Hoyo de Manzanares;05/06/2020 09:00;;23,71;42;497,98;724
Torrejón de la Calzada;05/06/2020 09:00;;11,27;41;462,13;1492
Estremera;05/06/2020 09:00;;0;9;714,29;552
Corpa;05/06/2020 09:00;;0;6;841,51;480
Meco;05/06/2020 09:00;;13,98;143;999,65;838
Madarcos;05/06/2020 09:00;;0;;0;0783,,
Zarzalejo;05/06/2020 09:00;;0;43;2593,49;1837
Arganda del Rey;05/06/2020 09:00;;7,22;367;662,59;148
Collado Mediano;05/06/2020 09:00;;0;33;474,27;468
Daganzo de Arriba;05/06/2020 09:00;;0;41;401,76;534
La Serna del Monte;03/06/2020 09:00;;0;;0;1381,,
Manzanares El Real;05/06/2020 09:00;;0;44;497,74;822
Buitrago del Lozoya;05/06/2020 09:00;;0;15;796,18;278
Valdelaguna;05/06/2020 09:00;;0;;106,72;1570
Valdepiélagos;05/06/2020 09:00;;0;;0;1631,,
Casarrubuelos;05/06/2020 09:00;;0;11;291,16;360
Miraflores de la Sierra;05/06/2020 09:00;;0;39;638,51;856
Paracuellos de Jarama;05/06/2020 09:00;;3,96;73;288,89;1049
El Vellón;05/06/2020 09:00;;0;14;715,02;1684
Lozoya;05/06/2020 09:00;;0;;172,12;761
Collado Villalba;05/06/2020 09:00;9;14,13;546;857,43;474
Colmenarejo;05/06/2020 09:00;;0;47;514,79;442
Villavieja del Lozoya;05/06/2020 09:00;;0;;0;1821,,
Prádena del Rincón;05/06/2020 09:00;;0;;0;1179,,
La Cabrera;05/06/2020 09:00;;0;12;449,94;301
Sevilla la Nueva;05/06/2020 09:00;7;75,12;153;1641,98;1415
La Acebeda;05/06/2020 09:00;;0;;0;0014,,
Redueña;05/06/2020 09:00;;0;;769,23;1219
Robledillo de la Jara;05/06/2020 09:00;;0;;1250;1245,,
La Serna del Monte;05/06/2020 09:00;;0;;0;1381,,
Colmenar de Oreja;05/06/2020 09:00;;24,9;29;361,06;437
Rozas de Puerto Real;05/06/2020 09:00;;188,68;;754,72;1283
Valdemanco;05/06/2020 09:00;;0;;218,82;1586
Brunete;05/06/2020 09:00;;9,31;115;1071,16;262
Titulcia;05/06/2020 09:00;;0;9;685,45;1473
Villa del Prado;05/06/2020 09:00;;61,35;131;2009,2;1718
Lozoyuela-Navas-Sieteiglesias;05/06/2020 09:00;;0;;230,95;9015
Quijorna;05/06/2020 09:00;;0;33;959,58;1198
Valdemoro;05/06/2020 09:00;11;14,48;846;1113,41;1610
Tres Cantos;05/06/2020 09:00;7;14,67;433;907,34;9036
Torrelaguna;05/06/2020 09:00;;0;24;504,2;1512
Rivas-Vaciamadrid;05/06/2020 09:00;;5,67;583;661,37;1230
El Atazar;05/06/2020 09:00;;0;;0;0164,,
Pedrezuela;05/06/2020 09:00;;33,94;28;475,22;1087
Santa María de la Alameda;05/06/2020 09:00;;0;6;478,47;1356
Horcajuelo de la Sierra;05/06/2020 09:00;;0;;0;0719,,
Arroyomolinos;05/06/2020 09:00;6;19,11;192;611,54;151
Moralzarzal;05/06/2020 09:00;;23,03;79;606,48;908
Canencia;05/06/2020 09:00;;223,71;;671,14;344
Villarejo de Salvanés;05/06/2020 09:00;;13,63;40;545,33;1809
Serranillos del Valle;05/06/2020 09:00;;48,02;38;912,36;1408
Villaviciosa de Odón;05/06/2020 09:00;;17,96;222;797,56;1816
Camarma de Esteruelas;05/06/2020 09:00;;13,63;44;599,78;323
Robledo de Chavela;05/06/2020 09:00;;0;27;632,32;1258
Patones;05/06/2020 09:00;;184,84;14;2587,8;1071
Navalagamella;05/06/2020 09:00;;38,31;7;268,2;954
Rascafría;05/06/2020 09:00;;0;6;360,58;1202
El Boalo;05/06/2020 09:00;;13,32;44;586,04;231
Majadahonda;05/06/2020 09:00;16;22,28;612;852,06;800
Batres;05/06/2020 09:00;;118,76;10;593,82;170
Alcobendas;05/06/2020 09:00;19;16,23;834;712,58;66
Alcalá de Henares;05/06/2020 09:00;27;13,8;2452;1253,26;53
Colmenar Viejo;05/06/2020 09:00;18;35,47;459;904,4;455
San Fernando de Henares;05/06/2020 09:00;7;17,75;435;1103,16;1300
Villalbilla;05/06/2020 09:00;;0;93;670,13;1723
El Escorial;05/06/2020 09:00;;24,75;142;878,6;549
Colmenar del Arroyo;05/06/2020 09:00;;0;51;2956,52;421
Torrejón de Ardoz;05/06/2020 09:00;25;19,03;1032;785,53;1489
Piñuécar-Gandullas;05/06/2020 09:00;;0;;0;1147,,
Brea de Tajo;05/06/2020 09:00;;190,84;7;1335,88;259
El Molar;05/06/2020 09:00;;0;38;425,15;869
Belmonte de Tajo;05/06/2020 09:00;;0;;300,48;199
Torres de la Alameda;05/06/2020 09:00;;0;78;1002,7;1548
Somosierra;05/06/2020 09:00;;0;;2325,58;1436
Alpedrete;05/06/2020 09:00;;13,72;148;1015,44;105
Orusco de Tajuña;05/06/2020 09:00;;321,54;21;1688,1;1028
La Hiruela;05/06/2020 09:00;;0;;3508,77;698
Cervera de Buitrago;05/06/2020 09:00;;0;;2000;0395,,
Getafe;05/06/2020 09:00;37;20,18;1468;800,55;650
Villaconejos;05/06/2020 09:00;;0;9;265,64;1701
Valdetorres de Jarama;05/06/2020 09:00;;0;18;400,27;1646
Madrid-Retiro;04/06/2020 09:00;44;36,88;1566;1312,47;79603
Madrid-Salamanca;04/06/2020 09:00;30;20,53;1703;1165,61;79604
Madrid-Centro;04/06/2020 09:00;25;18,54;1203;892,12;79601
Madrid-Arganzuela;04/06/2020 09:00;38;24,71;1658;1078;79602
Madrid-Chamartin;04/06/2020 09:00;35;24;1720;1179,3;79605
Madrid-Tetuan;04/06/2020 09:00;22;13,92;2166;1370,69;79606
Madrid-Chamberi;04/06/2020 09:00;34;24,39;1622;1163,73;79607
Madrid-Fuencarral-El Pardo;04/06/2020 09:00;57;23,18;3094;1258,04;79608
Madrid-Moncloa-Aravaca;04/06/2020 09:00;22;18,42;1471;1231,8;79609
Madrid-Latina;04/06/2020 09:00;77;32,32;2916;1224,09;79610
Madrid-Carabanchel;04/06/2020 09:00;58;22,92;2818;1113,4;79611
Madrid-Usera;04/06/2020 09:00;17;12,17;1441;1031,19;79612
Madrid-Puente de Vallecas;04/06/2020 09:00;70;29,81;3199;1362,11;79613
Madrid-San Blas - Canillejas;04/06/2020 09:00;22;13,91;1507;952,94;79620
Madrid-Barajas;04/06/2020 09:00;;10,22;436;890,8;79621
Madrid-Moratalaz;04/06/2020 09:00;67;70,85;1421;1502,59;79614
Madrid-Ciudad Lineal;04/06/2020 09:00;42;19,42;2281;1054,63;79615
Madrid-Hortaleza;04/06/2020 09:00;32;17;1799;955,96;79616
Madrid-Villaverde;04/06/2020 09:00;25;16,78;1468;985,59;79617
Madrid-Villa de Vallecas;04/06/2020 09:00;16;14,5;1255;1137,14;79618
Madrid-Vicalvaro;04/06/2020 09:00;16;22,19;867;1202,65;79619
Pozuelo de Alarcón;04/06/2020 09:00;20;23,14;832;962,72;1150
Alcorcón;04/06/2020 09:00;33;19,35;1916;1123,66;72
Navalcarnero;04/06/2020 09:00;11;37,55;192;655,33;967
San Agustín del Guadalix;04/06/2020 09:00;;37,37;84;627,85;1296
Las Rozas de Madrid;04/06/2020 09:00;11;11,48;833;869,39;1277
Moraleja de Enmedio;04/06/2020 09:00;;19,47;27;525,7;894
Valdaracete;04/06/2020 09:00;;164,2;7;1149,43;1551
Pozuelo del Rey;04/06/2020 09:00;;87,18;;261,55;1163
Puebla de la Sierra;04/06/2020 09:00;;0;;0;1185,,
Perales de Tajuña;04/06/2020 09:00;;0;11;374,79;1104
Valdemorillo;04/06/2020 09:00;;7,99;51;407,41;1603
Navalafuente;04/06/2020 09:00;;69,01;8;552,1;941
Velilla de San Antonio;04/06/2020 09:00;;16,35;76;621,12;1678
Villanueva de la Cañada;04/06/2020 09:00;11;51,29;167;778,74;1760
Villanueva del Pardillo;04/06/2020 09:00;;11,64;108;628,64;1776
Nuevo Baztán;04/06/2020 09:00;;31,87;32;509,88;1006
Villamantilla;04/06/2020 09:00;;0;8;555,17;1757
Villamanta;04/06/2020 09:00;;0;14;547,95;1744
Cabanillas de la Sierra;04/06/2020 09:00;;0;10;1322,75;297
Cenicientos;04/06/2020 09:00;;0;31;1524,84;376
Puentes Viejas;04/06/2020 09:00;;0;;294,55;9020
Aranjuez;04/06/2020 09:00;;5,03;465;780,11;133
Cercedilla;04/06/2020 09:00;;28,47;119;1693,71;382
Santorcaz;04/06/2020 09:00;;0;7;790,07;1369
Coslada;04/06/2020 09:00;16;19,59;840;1028,64;493
Morata de Tajuña;04/06/2020 09:00;;13,02;99;1288,56;915
Robregordo;04/06/2020 09:00;;0;;0;1261,,
Navarredonda y San Mamés;04/06/2020 09:00;;0;;1550,39;973
Venturada;04/06/2020 09:00;;0;;138,7;1697
Navacerrada;04/06/2020 09:00;;33,65;19;639,3;936
Montejo de la Sierra;04/06/2020 09:00;;0;;283,29;881
Fresno de Torote;04/06/2020 09:00;;0;14;630,35;571
Pinilla del Valle;04/06/2020 09:00;;0;;0;1126,,
Valdemaqueda;04/06/2020 09:00;;0;;640,2;1599
Navas del Rey;04/06/2020 09:00;;34,27;82;2810,14;992
Olmeda de las Fuentes;04/06/2020 09:00;;0;;862,07;1013
Bustarviejo;04/06/2020 09:00;;39,95;9;359,57;284
Becerril de la Sierra;04/06/2020 09:00;;35;35;612,53;186
Fuenlabrada;04/06/2020 09:00;26;13,42;1635;844,09;587
Garganta de los Montes;04/06/2020 09:00;;0;;288,18;626
Pinilla del Valle;05/04/2020 07:00;;0;;0;1126,,
Pinto;04/06/2020 09:00;14;26,65;314;597,8;1132
Alameda del Valle;04/06/2020 09:00;;0;;0;0035,,
Berzosa del Lozoya;04/06/2020 09:00;;0;;975,61;203
Los Santos de la Humosa;04/06/2020 09:00;;0;20;772,2;1375
El Álamo;04/06/2020 09:00;7;73,92;97;1024,29;40
Pelayos de la Presa;04/06/2020 09:00;;0;18;693,37;1090
Galapagar;04/06/2020 09:00;;11,85;286;847,61;611
Griñón;04/06/2020 09:00;;9,69;101;978,78;663
Gargantilla del Lozoya y Pinilla de Buitrago;04/06/2020 09:00;;0;;949,37;632
Aldea del Fresno;04/06/2020 09:00;;35,24;61;2149,4;88
Carabaña;04/06/2020 09:00;;0;14;696,52;357
Talamanca de Jarama;04/06/2020 09:00;;0;62;1607,47;1454
Chapinería;04/06/2020 09:00;;42,96;8;343,64;513
Ciempozuelos;04/06/2020 09:00;6;24,4;258;1049,12;409
Ajalvir;04/06/2020 09:00;;0;35;742,78;29
San Lorenzo de El Escorial;04/06/2020 09:00;;16,33;148;805,71;1317
Gascones;04/06/2020 09:00;;0;;0;0647,,
San Martín de la Vega;04/06/2020 09:00;;15,65;96;500,78;1322
Móstoles;04/06/2020 09:00;60;28,68;2226;1064,13;920
Leganés;04/06/2020 09:00;97;51,09;3212;1691,76;745
Braojos;04/06/2020 09:00;;0;;975,61;246
Cubas de la Sagra;04/06/2020 09:00;;0;30;467,8;506
Algete;04/06/2020 09:00;10;48,52;128;621,03;91
Mejorada del Campo;04/06/2020 09:00;;4,3;189;812,06;843
Loeches;04/06/2020 09:00;;11,38;50;568,76;758
Parla;04/06/2020 09:00;13;9,99;782;600,97;1065
Fuentidueña de Tajo;04/06/2020 09:00;;0;19;925,47;604
Ambite;04/06/2020 09:00;;0;7;1182,43;112
Torremocha de Jarama;04/06/2020 09:00;;0;15;1472,03;1533
Anchuelo;04/06/2020 09:00;;0;7;550,75;127
Los Molinos;04/06/2020 09:00;;22,78;54;1230,35;875
Soto del Real;04/06/2020 09:00;;22,73;71;806,91;1441
Valverde de Alcalá;04/06/2020 09:00;;0;8;1720,43;1662
Fuente el Saz de Jarama;04/06/2020 09:00;;0;38;567,5;590
Horcajo de la Sierra-Aoslos;04/06/2020 09:00;;0;;2758,62;702
Valdeolmos-Alalpardo;04/06/2020 09:00;;0;11;265,96;1625
Campo Real;04/06/2020 09:00;;32,21;29;466,99;339
Valdeavero;04/06/2020 09:00;;64,35;9;579,15;1564
Villamanrique de Tajo;04/06/2020 09:00;;0;;568,99;1739
Cobeña;04/06/2020 09:00;;13,46;83;1117,39;416
Fresnedillas de la Oliva;04/06/2020 09:00;;0;9;572,52;565
Valdilecha;04/06/2020 09:00;;0;18;613,71;1659
El Berrueco;04/06/2020 09:00;;0;8;1052,63;210
Pezuela de las Torres;04/06/2020 09:00;;0;;237,53;1111
Villar del Olmo;04/06/2020 09:00;;0;;198,91;1795
Guadarrama;04/06/2020 09:00;;24,95;225;1403,44;685
San Martín de Valdeiglesias;04/06/2020 09:00;;47,29;99;1170,35;1338
Torrelodones;04/06/2020 09:00;;8,43;349;1471,52;1527
Boadilla del Monte;04/06/2020 09:00;6;11;385;705,52;225
Torrejón de Velasco;04/06/2020 09:00;;0;22;502,05;1505
Villanueva de Perales;04/06/2020 09:00;;0;;319,9;1782
Cadalso de los Vidrios;30/05/2020 07:00;;65,81;11;361,96;318
Hoyo de Manzanares;30/05/2020 07:00;;47,43;41;486,13;724
Torrejón de la Calzada;30/05/2020 07:00;;22,54;41;462,13;1492
Estremera;30/05/2020 07:00;;0;9;714,29;552
Corpa;30/05/2020 07:00;;0;6;841,51;480
Meco;30/05/2020 07:00;;0;141;985,67;838
Madarcos;30/05/2020 07:00;;0;;0;0783,,
Zarzalejo;30/05/2020 07:00;;60,31;43;2593,49;1837
Arganda del Rey;30/05/2020 07:00;9;16,25;362;653,56;148
Collado Mediano;30/05/2020 07:00;;0;32;459,9;468
Daganzo de Arriba;30/05/2020 07:00;;0;41;401,76;534
Manzanares El Real;30/05/2020 07:00;;0;44;497,74;822
Buitrago del Lozoya;30/05/2020 07:00;;0;15;796,18;278
Valdelaguna;30/05/2020 07:00;;0;;106,72;1570
Valdepiélagos;30/05/2020 07:00;;0;;0;1631,,
Casarrubuelos;30/05/2020 07:00;;0;11;291,16;360
Miraflores de la Sierra;30/05/2020 07:00;;32,74;39;638,51;856
Tielmes;04/06/2020 09:00;;75,47;35;1320,75;1467
San Sebastián de los Reyes;04/06/2020 09:00;31;34,72;566;633,99;1343
Guadalix de la Sierra;04/06/2020 09:00;;0;50;804,63;679
Humanes de Madrid;04/06/2020 09:00;;15,2;129;653,4;730
Chinchón;04/06/2020 09:00;;18,76;28;525,23;528
Cadalso de los Vidrios;04/06/2020 09:00;;98,72;14;460,68;318
Hoyo de Manzanares;04/06/2020 09:00;;23,71;41;486,13;724
Torrejón de la Calzada;04/06/2020 09:00;;11,27;41;462,13;1492
Estremera;04/06/2020 09:00;;0;9;714,29;552
Corpa;04/06/2020 09:00;;0;6;841,51;480
Meco;04/06/2020 09:00;;13,98;143;999,65;838
Madarcos;04/06/2020 09:00;;0;;0;0783,,
Zarzalejo;04/06/2020 09:00;;0;43;2593,49;1837
Arganda del Rey;04/06/2020 09:00;;9,03;367;662,59;148
Collado Mediano;04/06/2020 09:00;;0;33;474,27;468
Daganzo de Arriba;04/06/2020 09:00;;0;41;401,76;534
Manzanares El Real;04/06/2020 09:00;;0;44;497,74;822
Buitrago del Lozoya;04/06/2020 09:00;;0;15;796,18;278
Valdelaguna;04/06/2020 09:00;;0;;106,72;1570
Valdepiélagos;04/06/2020 09:00;;0;;0;1631,,
Casarrubuelos;04/06/2020 09:00;;0;11;291,16;360
Miraflores de la Sierra;04/06/2020 09:00;;32,74;39;638,51;856
Paracuellos de Jarama;04/06/2020 09:00;;3,96;73;288,89;1049
El Vellón;04/06/2020 09:00;;0;14;715,02;1684
Lozoya;04/06/2020 09:00;;0;;172,12;761
Collado Villalba;04/06/2020 09:00;12;18,84;544;854,28;474
Colmenarejo;04/06/2020 09:00;;0;48;525,74;442
Villavieja del Lozoya;04/06/2020 09:00;;0;;0;1821,,
Prádena del Rincón;04/06/2020 09:00;;0;;0;1179,,
La Cabrera;04/06/2020 09:00;;0;12;449,94;301
Sevilla la Nueva;04/06/2020 09:00;;53,66;151;1620,52;1415
La Acebeda;04/06/2020 09:00;;0;;0;0014,,
Redueña;04/06/2020 09:00;;0;;769,23;1219
Robledillo de la Jara;04/06/2020 09:00;;0;;1250;1245,,
La Serna del Monte;04/06/2020 09:00;;0;;0;1381,,
Colmenar de Oreja;04/06/2020 09:00;;24,9;29;361,06;437
Rozas de Puerto Real;04/06/2020 09:00;;188,68;;754,72;1283
Valdemanco;04/06/2020 09:00;;0;;218,82;1586
Brunete;04/06/2020 09:00;;9,31;115;1071,16;262
Titulcia;04/06/2020 09:00;;0;9;685,45;1473
Villa del Prado;04/06/2020 09:00;;76,69;131;2009,2;1718
Lozoyuela-Navas-Sieteiglesias;04/06/2020 09:00;;0;;230,95;9015
Quijorna;04/06/2020 09:00;;29,08;33;959,58;1198
Valdemoro;04/06/2020 09:00;11;14,48;844;1110,77;1610
Tres Cantos;04/06/2020 09:00;8;16,76;433;907,34;9036
Torrelaguna;04/06/2020 09:00;;0;24;504,2;1512
Rivas-Vaciamadrid;04/06/2020 09:00;;5,67;587;665,91;1230
El Atazar;04/06/2020 09:00;;0;;0;0164,,
Pedrezuela;04/06/2020 09:00;;33,94;28;475,22;1087
Santa María de la Alameda;04/06/2020 09:00;;0;6;478,47;1356
Horcajuelo de la Sierra;04/06/2020 09:00;;0;;0;0719,,
Arroyomolinos;04/06/2020 09:00;;15,93;189;601,99;151
Moralzarzal;04/06/2020 09:00;;7,68;77;591,13;908
Canencia;04/06/2020 09:00;;223,71;;671,14;344
Villarejo de Salvanés;04/06/2020 09:00;;13,63;40;545,33;1809
Serranillos del Valle;04/06/2020 09:00;;48,02;38;912,36;1408
Villaviciosa de Odón;04/06/2020 09:00;;17,96;223;801,15;1816
Camarma de Esteruelas;04/06/2020 09:00;;13,63;44;599,78;323
Robledo de Chavela;04/06/2020 09:00;;0;27;632,32;1258
Patones;04/06/2020 09:00;;739,37;14;2587,8;1071
Navalagamella;04/06/2020 09:00;;38,31;7;268,2;954
Rascafría;04/06/2020 09:00;;0;6;360,58;1202
El Boalo;04/06/2020 09:00;;26,64;44;586,04;231
Majadahonda;04/06/2020 09:00;18;25,06;612;852,06;800
Batres;04/06/2020 09:00;;118,76;10;593,82;170
Alcobendas;04/06/2020 09:00;18;15,38;838;715,99;66
Alcalá de Henares;04/06/2020 09:00;27;13,8;2451;1252,75;53
Colmenar Viejo;04/06/2020 09:00;15;29,56;459;904,4;455
San Fernando de Henares;04/06/2020 09:00;7;17,75;435;1103,16;1300
Villalbilla;04/06/2020 09:00;;0;93;670,13;1723
El Escorial;04/06/2020 09:00;;18,56;140;866,23;549
Colmenar del Arroyo;04/06/2020 09:00;;0;51;2956,52;421
Torrejón de Ardoz;04/06/2020 09:00;20;15,22;1028;782,49;1489
Piñuécar-Gandullas;04/06/2020 09:00;;0;;0;1147,,
Brea de Tajo;04/06/2020 09:00;;190,84;7;1335,88;259
El Molar;04/06/2020 09:00;;0;38;425,15;869
Belmonte de Tajo;04/06/2020 09:00;;0;;300,48;199
Torres de la Alameda;04/06/2020 09:00;;25,71;79;1015,55;1548
Somosierra;04/06/2020 09:00;;0;;2325,58;1436
Alpedrete;04/06/2020 09:00;;6,86;147;1008,58;105
Orusco de Tajuña;04/06/2020 09:00;;321,54;21;1688,1;1028
La Hiruela;04/06/2020 09:00;;0;;3508,77;698
Cervera de Buitrago;04/06/2020 09:00;;0;;2000;0395,,
Getafe;04/06/2020 09:00;26;14,18;1457;794,55;650
Ribatejada;04/06/2020 09:00;;0;;255,43;1224
Villaconejos;04/06/2020 09:00;;0;9;265,64;1701
Valdetorres de Jarama;04/06/2020 09:00;;0;18;400,27;1646
